ID	speed	period	warning	pair
2396	50	after	no	7
2397	50	after	no	7
2398	51	after	no	7
2399	52	after	no	7
2400	54	after	no	7
2401	30	pre	yes	8
2402	30	pre	yes	8
2403	30	pre	yes	8
2404	30	pre	yes	8
2405	30	pre	yes	8
2406	31	pre	yes	8
2407	31	pre	yes	8
2408	31	pre	yes	8
2409	32	pre	yes	8
2410	32	pre	yes	8
2411	32	pre	yes	8
2412	32	pre	yes	8
2413	32	pre	yes	8
2414	33	pre	yes	8
2415	33	pre	yes	8
2416	33	pre	yes	8
2417	34	pre	yes	8
2418	34	pre	yes	8
2419	34	pre	yes	8
2420	34	pre	yes	8
2421	34	pre	yes	8
2422	35	pre	yes	8
2423	35	pre	yes	8
2424	35	pre	yes	8
2425	35	pre	yes	8
2426	35	pre	yes	8
2427	35	pre	yes	8
2428	35	pre	yes	8
2429	35	pre	yes	8
2430	35	pre	yes	8
2431	35	pre	yes	8
2432	35	pre	yes	8
2433	36	pre	yes	8
2434	36	pre	yes	8
2435	36	pre	yes	8
2436	36	pre	yes	8
2437	36	pre	yes	8
2438	36	pre	yes	8
2439	36	pre	yes	8
2440	36	pre	yes	8
2441	36	pre	yes	8
2442	37	pre	yes	8
2443	37	pre	yes	8
2444	37	pre	yes	8
2445	38	pre	yes	8
2446	38	pre	yes	8
2447	38	pre	yes	8
2448	38	pre	yes	8
2449	39	pre	yes	8
2450	39	pre	yes	8
2451	39	pre	yes	8
2452	39	pre	yes	8
2453	39	pre	yes	8
2454	39	pre	yes	8
2455	39	pre	yes	8
2456	39	pre	yes	8
2457	39	pre	yes	8
2458	39	pre	yes	8
2459	39	pre	yes	8
2460	40	pre	yes	8
2461	40	pre	yes	8
2462	40	pre	yes	8
2463	40	pre	yes	8
2464	40	pre	yes	8
2465	40	pre	yes	8
2466	40	pre	yes	8
2467	40	pre	yes	8
2468	40	pre	yes	8
2469	40	pre	yes	8
2470	40	pre	yes	8
2471	41	pre	yes	8
2472	41	pre	yes	8
2473	41	pre	yes	8
2474	41	pre	yes	8
2475	41	pre	yes	8
2476	41	pre	yes	8
2477	41	pre	yes	8
2478	41	pre	yes	8
2479	41	pre	yes	8
2480	42	pre	yes	8
2481	42	pre	yes	8
2482	42	pre	yes	8
2483	42	pre	yes	8
2484	43	pre	yes	8
2485	43	pre	yes	8
2486	43	pre	yes	8
2487	44	pre	yes	8
2488	44	pre	yes	8
2489	44	pre	yes	8
2490	45	pre	yes	8
2491	45	pre	yes	8
2492	45	pre	yes	8
2493	45	pre	yes	8
2494	46	pre	yes	8
2495	46	pre	yes	8
2496	47	pre	yes	8
2497	48	pre	yes	8
2498	51	pre	yes	8
2499	51	pre	yes	8
2500	55	pre	yes	8
2501	23	after	yes	8
2502	28	after	yes	8
2503	28	after	yes	8
2504	28	after	yes	8
2505	31	after	yes	8
2506	31	after	yes	8
2507	31	after	yes	8
2508	31	after	yes	8
2509	32	after	yes	8
2510	32	after	yes	8
2511	33	after	yes	8
2512	33	after	yes	8
2513	33	after	yes	8
2514	33	after	yes	8
2515	33	after	yes	8
2516	34	after	yes	8
2517	34	after	yes	8
2518	34	after	yes	8
2519	34	after	yes	8
2520	34	after	yes	8
2521	34	after	yes	8
2522	35	after	yes	8
2523	35	after	yes	8
2524	35	after	yes	8
2525	35	after	yes	8
2526	35	after	yes	8
2527	35	after	yes	8
2528	36	after	yes	8
2529	36	after	yes	8
2530	36	after	yes	8
2531	36	after	yes	8
2532	36	after	yes	8
2533	36	after	yes	8
2534	36	after	yes	8
2535	36	after	yes	8
2536	36	after	yes	8
2537	37	after	yes	8
2538	37	after	yes	8
2539	37	after	yes	8
2540	37	after	yes	8
2541	37	after	yes	8
2542	37	after	yes	8
2543	37	after	yes	8
2544	38	after	yes	8
2545	38	after	yes	8
2546	38	after	yes	8
2547	38	after	yes	8
2548	38	after	yes	8
2549	38	after	yes	8
2550	38	after	yes	8
2551	38	after	yes	8
2552	38	after	yes	8
2553	38	after	yes	8
2554	38	after	yes	8
2555	38	after	yes	8
2556	39	after	yes	8
2557	39	after	yes	8
2558	39	after	yes	8
2559	39	after	yes	8
2560	39	after	yes	8
2561	39	after	yes	8
2562	39	after	yes	8
2563	39	after	yes	8
2564	40	after	yes	8
2565	40	after	yes	8
2566	40	after	yes	8
2567	40	after	yes	8
2568	40	after	yes	8
2569	41	after	yes	8
2570	41	after	yes	8
2571	41	after	yes	8
2572	41	after	yes	8
2573	41	after	yes	8
2574	42	after	yes	8
2575	42	after	yes	8
2576	42	after	yes	8
2577	42	after	yes	8
2578	43	after	yes	8
2579	43	after	yes	8
2580	43	after	yes	8
2581	43	after	yes	8
2582	43	after	yes	8
2583	43	after	yes	8
2584	44	after	yes	8
2585	44	after	yes	8
2586	44	after	yes	8
2587	45	after	yes	8
2588	45	after	yes	8
2589	45	after	yes	8
2590	45	after	yes	8
2591	45	after	yes	8
2592	46	after	yes	8
2593	46	after	yes	8
2594	47	after	yes	8
2595	48	after	yes	8
2596	48	after	yes	8
2597	49	after	yes	8
2598	52	after	yes	8
2599	56	after	yes	8
2600	63	after	yes	8
2601	29	pre	no	8
2602	29	pre	no	8
2603	31	pre	no	8
2604	31	pre	no	8
2605	31	pre	no	8
2606	31	pre	no	8
2607	31	pre	no	8
2608	32	pre	no	8
2609	32	pre	no	8
2610	32	pre	no	8
2611	32	pre	no	8
2612	32	pre	no	8
2613	33	pre	no	8
2614	33	pre	no	8
2615	33	pre	no	8
2616	34	pre	no	8
2617	34	pre	no	8
2618	34	pre	no	8
2619	34	pre	no	8
2620	34	pre	no	8
2621	34	pre	no	8
2622	34	pre	no	8
2623	34	pre	no	8
2624	34	pre	no	8
2625	35	pre	no	8
2626	35	pre	no	8
2627	35	pre	no	8
2628	35	pre	no	8
2629	35	pre	no	8
2630	35	pre	no	8
2631	36	pre	no	8
2632	36	pre	no	8
2633	36	pre	no	8
2634	36	pre	no	8
2635	36	pre	no	8
2636	36	pre	no	8
2637	36	pre	no	8
2638	36	pre	no	8
2639	37	pre	no	8
2640	37	pre	no	8
2641	37	pre	no	8
2642	37	pre	no	8
2643	37	pre	no	8
2644	37	pre	no	8
2645	37	pre	no	8
2646	37	pre	no	8
2647	37	pre	no	8
2648	37	pre	no	8
2649	38	pre	no	8
2650	38	pre	no	8
2651	38	pre	no	8
2652	38	pre	no	8
2653	38	pre	no	8
2654	38	pre	no	8
2655	38	pre	no	8
2656	38	pre	no	8
2657	38	pre	no	8
2658	38	pre	no	8
2659	39	pre	no	8
2660	39	pre	no	8
2661	39	pre	no	8
2662	39	pre	no	8
2663	39	pre	no	8
2664	39	pre	no	8
2665	39	pre	no	8
2666	39	pre	no	8
2667	39	pre	no	8
2668	39	pre	no	8
2669	39	pre	no	8
2670	40	pre	no	8
2671	40	pre	no	8
2672	40	pre	no	8
2673	40	pre	no	8
2674	41	pre	no	8
2675	41	pre	no	8
2676	41	pre	no	8
2677	41	pre	no	8
2678	41	pre	no	8
2679	41	pre	no	8
2680	41	pre	no	8
2681	42	pre	no	8
2682	42	pre	no	8
2683	42	pre	no	8
2684	42	pre	no	8
2685	43	pre	no	8
2686	43	pre	no	8
2687	43	pre	no	8
2688	43	pre	no	8
2689	44	pre	no	8
2690	44	pre	no	8
2691	45	pre	no	8
2692	45	pre	no	8
2693	45	pre	no	8
2694	46	pre	no	8
2695	47	pre	no	8
2696	47	pre	no	8
2697	47	pre	no	8
2698	47	pre	no	8
2699	54	pre	no	8
2700	56	pre	no	8
2701	29	after	no	8
2702	29	after	no	8
2703	29	after	no	8
2704	30	after	no	8
2705	30	after	no	8
2706	30	after	no	8
2707	31	after	no	8
2708	31	after	no	8
2709	31	after	no	8
2710	31	after	no	8
2711	31	after	no	8
2712	31	after	no	8
2713	31	after	no	8
2714	32	after	no	8
2715	32	after	no	8
2716	32	after	no	8
2717	32	after	no	8
2718	32	after	no	8
2719	32	after	no	8
2720	33	after	no	8
2721	33	after	no	8
2722	33	after	no	8
2723	33	after	no	8
2724	33	after	no	8
2725	33	after	no	8
2726	33	after	no	8
2727	33	after	no	8
2728	34	after	no	8
2729	34	after	no	8
2730	34	after	no	8
2731	34	after	no	8
2732	34	after	no	8
2733	34	after	no	8
2734	34	after	no	8
2735	34	after	no	8
2736	34	after	no	8
2737	34	after	no	8
2738	34	after	no	8
2739	34	after	no	8
2740	35	after	no	8
2741	35	after	no	8
2742	35	after	no	8
2743	36	after	no	8
2744	36	after	no	8
2745	36	after	no	8
2746	36	after	no	8
2747	36	after	no	8
2748	36	after	no	8
2749	36	after	no	8
2750	37	after	no	8
2751	37	after	no	8
2752	37	after	no	8
2753	37	after	no	8
2754	37	after	no	8
2755	37	after	no	8
2756	37	after	no	8
2757	37	after	no	8
2758	37	after	no	8
2759	38	after	no	8
2760	38	after	no	8
2761	38	after	no	8
2762	38	after	no	8
2763	38	after	no	8
2764	39	after	no	8
2765	39	after	no	8
2766	39	after	no	8
2767	39	after	no	8
2768	39	after	no	8
2769	39	after	no	8
2770	40	after	no	8
2771	40	after	no	8
2772	40	after	no	8
2773	40	after	no	8
2774	40	after	no	8
2775	40	after	no	8
2776	40	after	no	8
2777	41	after	no	8
2778	41	after	no	8
2779	41	after	no	8
2780	41	after	no	8
2781	41	after	no	8
2782	41	after	no	8
2783	41	after	no	8
2784	42	after	no	8
2785	42	after	no	8
2786	42	after	no	8
2787	42	after	no	8
2788	42	after	no	8
2789	43	after	no	8
2790	43	after	no	8
2791	43	after	no	8
2792	43	after	no	8
2793	44	after	no	8
2794	44	after	no	8
2795	44	after	no	8
2796	45	after	no	8
2797	46	after	no	8
2798	48	after	no	8
2799	49	after	no	8
2800	50	after	no	8
2801	30	pre	yes	9
2802	30	pre	yes	9
2803	30	pre	yes	9
2804	30	pre	yes	9
2805	31	pre	yes	9
2806	31	pre	yes	9
2807	31	pre	yes	9
2808	32	pre	yes	9
2809	32	pre	yes	9
2810	32	pre	yes	9
2811	32	pre	yes	9
2812	32	pre	yes	9
2813	32	pre	yes	9
2814	33	pre	yes	9
2815	33	pre	yes	9
2816	33	pre	yes	9
2817	33	pre	yes	9
2818	33	pre	yes	9
2819	33	pre	yes	9
2820	34	pre	yes	9
2821	34	pre	yes	9
2822	34	pre	yes	9
2823	34	pre	yes	9
2824	34	pre	yes	9
2825	34	pre	yes	9
2826	34	pre	yes	9
2827	35	pre	yes	9
2828	35	pre	yes	9
2829	35	pre	yes	9
2830	35	pre	yes	9
2831	35	pre	yes	9
2832	35	pre	yes	9
2833	35	pre	yes	9
2834	35	pre	yes	9
2835	35	pre	yes	9
2836	35	pre	yes	9
2837	35	pre	yes	9
2838	35	pre	yes	9
2839	35	pre	yes	9
2840	36	pre	yes	9
2841	36	pre	yes	9
2842	36	pre	yes	9
2843	36	pre	yes	9
2844	36	pre	yes	9
2845	36	pre	yes	9
2846	37	pre	yes	9
2847	37	pre	yes	9
2848	37	pre	yes	9
2849	38	pre	yes	9
2850	38	pre	yes	9
2851	38	pre	yes	9
2852	38	pre	yes	9
2853	38	pre	yes	9
2854	38	pre	yes	9
2855	38	pre	yes	9
2856	38	pre	yes	9
2857	38	pre	yes	9
2858	38	pre	yes	9
2859	39	pre	yes	9
2860	39	pre	yes	9
2861	39	pre	yes	9
2862	39	pre	yes	9
2863	39	pre	yes	9
2864	39	pre	yes	9
2865	39	pre	yes	9
2866	40	pre	yes	9
2867	40	pre	yes	9
2868	40	pre	yes	9
2869	40	pre	yes	9
2870	40	pre	yes	9
2871	40	pre	yes	9
2872	40	pre	yes	9
2873	40	pre	yes	9
2874	41	pre	yes	9
2875	41	pre	yes	9
2876	41	pre	yes	9
2877	42	pre	yes	9
2878	42	pre	yes	9
2879	42	pre	yes	9
2880	42	pre	yes	9
2881	42	pre	yes	9
2882	42	pre	yes	9
2883	43	pre	yes	9
2884	43	pre	yes	9
2885	43	pre	yes	9
2886	44	pre	yes	9
2887	44	pre	yes	9
2888	44	pre	yes	9
2889	45	pre	yes	9
2890	45	pre	yes	9
2891	45	pre	yes	9
2892	45	pre	yes	9
2893	46	pre	yes	9
2894	48	pre	yes	9
2895	49	pre	yes	9
2896	49	pre	yes	9
2897	50	pre	yes	9
2898	50	pre	yes	9
2899	50	pre	yes	9
2900	51	pre	yes	9
2901	24	after	yes	9
2902	26	after	yes	9
2903	27	after	yes	9
2904	27	after	yes	9
2905	27	after	yes	9
2906	28	after	yes	9
2907	28	after	yes	9
2908	28	after	yes	9
2909	29	after	yes	9
2910	29	after	yes	9
2911	29	after	yes	9
2912	29	after	yes	9
2913	30	after	yes	9
2914	30	after	yes	9
2915	30	after	yes	9
2916	30	after	yes	9
2917	30	after	yes	9
2918	30	after	yes	9
2919	31	after	yes	9
2920	31	after	yes	9
2921	31	after	yes	9
2922	31	after	yes	9
2923	31	after	yes	9
2924	31	after	yes	9
2925	31	after	yes	9
2926	32	after	yes	9
2927	32	after	yes	9
2928	32	after	yes	9
2929	32	after	yes	9
2930	32	after	yes	9
2931	32	after	yes	9
2932	32	after	yes	9
2933	32	after	yes	9
2934	33	after	yes	9
2935	33	after	yes	9
2936	33	after	yes	9
2937	33	after	yes	9
2938	33	after	yes	9
2939	33	after	yes	9
2940	33	after	yes	9
2941	33	after	yes	9
2942	33	after	yes	9
2943	33	after	yes	9
2944	34	after	yes	9
2945	34	after	yes	9
2946	34	after	yes	9
2947	34	after	yes	9
2948	34	after	yes	9
2949	34	after	yes	9
2950	34	after	yes	9
2951	34	after	yes	9
2952	34	after	yes	9
2953	34	after	yes	9
2954	34	after	yes	9
2955	35	after	yes	9
2956	35	after	yes	9
2957	35	after	yes	9
2958	35	after	yes	9
2959	35	after	yes	9
2960	35	after	yes	9
2961	35	after	yes	9
2962	36	after	yes	9
2963	36	after	yes	9
2964	36	after	yes	9
2965	36	after	yes	9
2966	36	after	yes	9
2967	36	after	yes	9
2968	36	after	yes	9
2969	36	after	yes	9
2970	36	after	yes	9
2971	36	after	yes	9
2972	36	after	yes	9
2973	36	after	yes	9
2974	36	after	yes	9
2975	37	after	yes	9
2976	37	after	yes	9
2977	37	after	yes	9
2978	37	after	yes	9
2979	37	after	yes	9
2980	37	after	yes	9
2981	38	after	yes	9
2982	38	after	yes	9
2983	38	after	yes	9
2984	38	after	yes	9
2985	38	after	yes	9
2986	39	after	yes	9
2987	39	after	yes	9
2988	39	after	yes	9
2989	39	after	yes	9
2990	39	after	yes	9
2991	40	after	yes	9
2992	40	after	yes	9
2993	41	after	yes	9
2994	41	after	yes	9
2995	42	after	yes	9
2996	42	after	yes	9
2997	42	after	yes	9
2998	42	after	yes	9
2999	43	after	yes	9
3000	50	after	yes	9
3001	30	pre	no	9
3002	31	pre	no	9
3003	31	pre	no	9
3004	32	pre	no	9
3005	33	pre	no	9
3006	33	pre	no	9
3007	34	pre	no	9
3008	34	pre	no	9
3009	34	pre	no	9
3010	34	pre	no	9
3011	35	pre	no	9
3012	36	pre	no	9
3013	36	pre	no	9
3014	36	pre	no	9
3015	36	pre	no	9
3016	36	pre	no	9
3017	36	pre	no	9
3018	36	pre	no	9
3019	37	pre	no	9
3020	37	pre	no	9
3021	37	pre	no	9
3022	37	pre	no	9
3023	38	pre	no	9
3024	38	pre	no	9
3025	38	pre	no	9
3026	38	pre	no	9
3027	38	pre	no	9
3028	38	pre	no	9
3029	38	pre	no	9
3030	38	pre	no	9
3031	38	pre	no	9
3032	38	pre	no	9
3033	38	pre	no	9
3034	39	pre	no	9
3035	39	pre	no	9
3036	39	pre	no	9
3037	39	pre	no	9
3038	39	pre	no	9
3039	39	pre	no	9
3040	39	pre	no	9
3041	40	pre	no	9
3042	40	pre	no	9
3043	40	pre	no	9
3044	40	pre	no	9
3045	40	pre	no	9
3046	40	pre	no	9
3047	40	pre	no	9
3048	40	pre	no	9
3049	40	pre	no	9
3050	40	pre	no	9
3051	40	pre	no	9
3052	40	pre	no	9
3053	41	pre	no	9
3054	41	pre	no	9
3055	41	pre	no	9
3056	41	pre	no	9
3057	41	pre	no	9
3058	41	pre	no	9
3059	41	pre	no	9
3060	42	pre	no	9
3061	42	pre	no	9
3062	42	pre	no	9
3063	42	pre	no	9
3064	42	pre	no	9
3065	42	pre	no	9
3066	42	pre	no	9
3067	42	pre	no	9
3068	42	pre	no	9
3069	42	pre	no	9
3070	42	pre	no	9
3071	42	pre	no	9
3072	42	pre	no	9
3073	42	pre	no	9
3074	43	pre	no	9
3075	43	pre	no	9
3076	43	pre	no	9
3077	43	pre	no	9
3078	44	pre	no	9
3079	44	pre	no	9
3080	44	pre	no	9
3081	45	pre	no	9
3082	45	pre	no	9
3083	45	pre	no	9
3084	46	pre	no	9
3085	47	pre	no	9
3086	47	pre	no	9
3087	47	pre	no	9
3088	48	pre	no	9
3089	48	pre	no	9
3090	48	pre	no	9
3091	48	pre	no	9
3092	48	pre	no	9
3093	48	pre	no	9
3094	49	pre	no	9
3095	49	pre	no	9
3096	50	pre	no	9
3097	50	pre	no	9
3098	50	pre	no	9
3099	51	pre	no	9
3100	56	pre	no	9
3101	30	after	no	9
3102	30	after	no	9
3103	30	after	no	9
3104	30	after	no	9
3105	31	after	no	9
3106	31	after	no	9
3107	32	after	no	9
3108	32	after	no	9
3109	32	after	no	9
3110	32	after	no	9
3111	33	after	no	9
3112	33	after	no	9
3113	33	after	no	9
3114	33	after	no	9
3115	34	after	no	9
3116	34	after	no	9
3117	34	after	no	9
3118	34	after	no	9
3119	34	after	no	9
3120	34	after	no	9
3121	35	after	no	9
3122	35	after	no	9
3123	35	after	no	9
3124	35	after	no	9
3125	35	after	no	9
3126	35	after	no	9
3127	35	after	no	9
3128	35	after	no	9
3129	35	after	no	9
3130	35	after	no	9
3131	35	after	no	9
3132	35	after	no	9
3133	35	after	no	9
3134	35	after	no	9
3135	35	after	no	9
3136	35	after	no	9
3137	36	after	no	9
3138	36	after	no	9
3139	36	after	no	9
3140	36	after	no	9
3141	36	after	no	9
3142	37	after	no	9
3143	37	after	no	9
3144	37	after	no	9
3145	37	after	no	9
3146	37	after	no	9
3147	37	after	no	9
3148	37	after	no	9
3149	37	after	no	9
3150	37	after	no	9
3151	37	after	no	9
3152	37	after	no	9
3153	38	after	no	9
3154	38	after	no	9
3155	38	after	no	9
3156	38	after	no	9
3157	38	after	no	9
3158	38	after	no	9
3159	38	after	no	9
3160	38	after	no	9
3161	38	after	no	9
3162	38	after	no	9
3163	39	after	no	9
3164	39	after	no	9
3165	39	after	no	9
3166	39	after	no	9
3167	39	after	no	9
3168	39	after	no	9
3169	39	after	no	9
3170	39	after	no	9
3171	39	after	no	9
3172	39	after	no	9
3173	40	after	no	9
3174	40	after	no	9
3175	40	after	no	9
3176	40	after	no	9
3177	40	after	no	9
3178	40	after	no	9
3179	41	after	no	9
3180	41	after	no	9
3181	41	after	no	9
3182	41	after	no	9
3183	41	after	no	9
3184	41	after	no	9
3185	41	after	no	9
3186	42	after	no	9
3187	42	after	no	9
3188	42	after	no	9
3189	42	after	no	9
3190	42	after	no	9
3191	42	after	no	9
3192	42	after	no	9
3193	43	after	no	9
3194	43	after	no	9
3195	43	after	no	9
3196	43	after	no	9
3197	46	after	no	9
3198	48	after	no	9
3199	48	after	no	9
3200	49	after	no	9
3201	22	pre	yes	10
3202	23	pre	yes	10
3203	23	pre	yes	10
3204	26	pre	yes	10
3205	26	pre	yes	10
3206	26	pre	yes	10
3207	26	pre	yes	10
3208	27	pre	yes	10
3209	27	pre	yes	10
3210	27	pre	yes	10
3211	27	pre	yes	10
3212	27	pre	yes	10
3213	28	pre	yes	10
3214	28	pre	yes	10
3215	28	pre	yes	10
3216	28	pre	yes	10
3217	28	pre	yes	10
3218	28	pre	yes	10
3219	28	pre	yes	10
3220	29	pre	yes	10
3221	29	pre	yes	10
3222	29	pre	yes	10
3223	29	pre	yes	10
3224	30	pre	yes	10
3225	30	pre	yes	10
3226	30	pre	yes	10
3227	30	pre	yes	10
3228	31	pre	yes	10
3229	31	pre	yes	10
3230	32	pre	yes	10
3231	32	pre	yes	10
3232	32	pre	yes	10
3233	32	pre	yes	10
3234	32	pre	yes	10
3235	33	pre	yes	10
3236	33	pre	yes	10
3237	33	pre	yes	10
3238	33	pre	yes	10
3239	33	pre	yes	10
3240	33	pre	yes	10
3241	34	pre	yes	10
3242	34	pre	yes	10
3243	34	pre	yes	10
3244	34	pre	yes	10
3245	34	pre	yes	10
3246	34	pre	yes	10
3247	34	pre	yes	10
3248	34	pre	yes	10
3249	34	pre	yes	10
3250	34	pre	yes	10
3251	34	pre	yes	10
3252	35	pre	yes	10
3253	35	pre	yes	10
3254	35	pre	yes	10
3255	35	pre	yes	10
3256	35	pre	yes	10
3257	35	pre	yes	10
3258	35	pre	yes	10
3259	35	pre	yes	10
3260	36	pre	yes	10
3261	36	pre	yes	10
3262	36	pre	yes	10
3263	36	pre	yes	10
3264	36	pre	yes	10
3265	36	pre	yes	10
3266	36	pre	yes	10
3267	36	pre	yes	10
3268	36	pre	yes	10
3269	37	pre	yes	10
3270	37	pre	yes	10
3271	37	pre	yes	10
3272	37	pre	yes	10
3273	37	pre	yes	10
3274	37	pre	yes	10
3275	37	pre	yes	10
3276	37	pre	yes	10
3277	38	pre	yes	10
3278	38	pre	yes	10
3279	38	pre	yes	10
3280	38	pre	yes	10
3281	38	pre	yes	10
3282	38	pre	yes	10
3283	38	pre	yes	10
3284	38	pre	yes	10
3285	38	pre	yes	10
3286	38	pre	yes	10
3287	40	pre	yes	10
3288	40	pre	yes	10
3289	40	pre	yes	10
3290	41	pre	yes	10
3291	41	pre	yes	10
3292	42	pre	yes	10
3293	42	pre	yes	10
3294	42	pre	yes	10
3295	42	pre	yes	10
3296	42	pre	yes	10
3297	42	pre	yes	10
3298	42	pre	yes	10
3299	43	pre	yes	10
3300	43	pre	yes	10
3301	20	after	yes	10
3302	23	after	yes	10
3303	24	after	yes	10
3304	25	after	yes	10
3305	25	after	yes	10
3306	26	after	yes	10
3307	26	after	yes	10
3308	27	after	yes	10
3309	27	after	yes	10
3310	28	after	yes	10
3311	28	after	yes	10
3312	28	after	yes	10
3313	29	after	yes	10
3314	29	after	yes	10
3315	29	after	yes	10
3316	29	after	yes	10
3317	29	after	yes	10
3318	29	after	yes	10
3319	30	after	yes	10
3320	30	after	yes	10
3321	30	after	yes	10
3322	30	after	yes	10
3323	30	after	yes	10
3324	30	after	yes	10
3325	30	after	yes	10
3326	31	after	yes	10
3327	31	after	yes	10
3328	31	after	yes	10
3329	31	after	yes	10
3330	31	after	yes	10
3331	31	after	yes	10
3332	31	after	yes	10
3333	32	after	yes	10
3334	32	after	yes	10
3335	32	after	yes	10
3336	32	after	yes	10
3337	33	after	yes	10
3338	33	after	yes	10
3339	33	after	yes	10
3340	33	after	yes	10
3341	34	after	yes	10
3342	34	after	yes	10
3343	34	after	yes	10
3344	34	after	yes	10
3345	34	after	yes	10
3346	35	after	yes	10
3347	35	after	yes	10
3348	35	after	yes	10
3349	35	after	yes	10
3350	35	after	yes	10
3351	35	after	yes	10
3352	36	after	yes	10
3353	36	after	yes	10
3354	36	after	yes	10
3355	36	after	yes	10
3356	36	after	yes	10
3357	36	after	yes	10
3358	37	after	yes	10
3359	37	after	yes	10
3360	37	after	yes	10
3361	37	after	yes	10
3362	37	after	yes	10
3363	38	after	yes	10
3364	38	after	yes	10
3365	38	after	yes	10
3366	38	after	yes	10
3367	38	after	yes	10
3368	38	after	yes	10
3369	38	after	yes	10
3370	39	after	yes	10
3371	39	after	yes	10
3372	39	after	yes	10
3373	39	after	yes	10
3374	39	after	yes	10
3375	39	after	yes	10
3376	40	after	yes	10
3377	40	after	yes	10
3378	40	after	yes	10
3379	40	after	yes	10
3380	40	after	yes	10
3381	40	after	yes	10
3382	40	after	yes	10
3383	40	after	yes	10
3384	40	after	yes	10
3385	40	after	yes	10
3386	41	after	yes	10
3387	41	after	yes	10
3388	41	after	yes	10
3389	42	after	yes	10
3390	42	after	yes	10
3391	42	after	yes	10
3392	43	after	yes	10
3393	43	after	yes	10
3394	43	after	yes	10
3395	44	after	yes	10
3396	44	after	yes	10
3397	44	after	yes	10
3398	45	after	yes	10
3399	52	after	yes	10
3400	53	after	yes	10
3401	20	pre	no	10
3402	22	pre	no	10
3403	24	pre	no	10
3404	24	pre	no	10
3405	24	pre	no	10
3406	25	pre	no	10
3407	27	pre	no	10
3408	28	pre	no	10
3409	28	pre	no	10
3410	28	pre	no	10
3411	28	pre	no	10
3412	28	pre	no	10
3413	28	pre	no	10
3414	29	pre	no	10
3415	29	pre	no	10
3416	29	pre	no	10
3417	29	pre	no	10
3418	29	pre	no	10
3419	29	pre	no	10
3420	29	pre	no	10
3421	30	pre	no	10
3422	30	pre	no	10
3423	30	pre	no	10
3424	30	pre	no	10
3425	30	pre	no	10
3426	31	pre	no	10
3427	31	pre	no	10
3428	31	pre	no	10
3429	31	pre	no	10
3430	31	pre	no	10
3431	31	pre	no	10
3432	31	pre	no	10
3433	31	pre	no	10
3434	31	pre	no	10
3435	32	pre	no	10
3436	32	pre	no	10
3437	32	pre	no	10
3438	32	pre	no	10
3439	32	pre	no	10
3440	32	pre	no	10
3441	32	pre	no	10
3442	32	pre	no	10
3443	32	pre	no	10
3444	33	pre	no	10
3445	33	pre	no	10
3446	33	pre	no	10
3447	33	pre	no	10
3448	33	pre	no	10
3449	33	pre	no	10
3450	34	pre	no	10
3451	34	pre	no	10
3452	34	pre	no	10
3453	34	pre	no	10
3454	34	pre	no	10
3455	34	pre	no	10
3456	35	pre	no	10
3457	35	pre	no	10
3458	35	pre	no	10
3459	35	pre	no	10
3460	35	pre	no	10
3461	35	pre	no	10
3462	35	pre	no	10
3463	35	pre	no	10
3464	35	pre	no	10
3465	35	pre	no	10
3466	36	pre	no	10
3467	36	pre	no	10
3468	36	pre	no	10
3469	36	pre	no	10
3470	36	pre	no	10
3471	36	pre	no	10
3472	37	pre	no	10
3473	37	pre	no	10
3474	37	pre	no	10
3475	37	pre	no	10
3476	38	pre	no	10
3477	38	pre	no	10
3478	38	pre	no	10
3479	38	pre	no	10
3480	39	pre	no	10
3481	39	pre	no	10
3482	39	pre	no	10
3483	39	pre	no	10
3484	39	pre	no	10
3485	39	pre	no	10
3486	39	pre	no	10
3487	40	pre	no	10
3488	40	pre	no	10
3489	41	pre	no	10
3490	41	pre	no	10
3491	42	pre	no	10
3492	42	pre	no	10
3493	43	pre	no	10
3494	43	pre	no	10
3495	45	pre	no	10
3496	45	pre	no	10
3497	46	pre	no	10
3498	46	pre	no	10
3499	46	pre	no	10
3500	47	pre	no	10
3501	25	after	no	10
3502	25	after	no	10
3503	26	after	no	10
3504	26	after	no	10
3505	27	after	no	10
3506	27	after	no	10
3507	27	after	no	10
3508	27	after	no	10
3509	27	after	no	10
3510	27	after	no	10
3511	28	after	no	10
3512	28	after	no	10
3513	28	after	no	10
3514	29	after	no	10
3515	29	after	no	10
3516	30	after	no	10
3517	30	after	no	10
3518	30	after	no	10
3519	30	after	no	10
3520	31	after	no	10
3521	31	after	no	10
3522	31	after	no	10
3523	31	after	no	10
3524	31	after	no	10
3525	31	after	no	10
3526	32	after	no	10
3527	32	after	no	10
3528	32	after	no	10
3529	32	after	no	10
3530	32	after	no	10
3531	32	after	no	10
3532	32	after	no	10
3533	32	after	no	10
3534	32	after	no	10
3535	32	after	no	10
3536	33	after	no	10
3537	33	after	no	10
3538	33	after	no	10
3539	33	after	no	10
3540	34	after	no	10
3541	34	after	no	10
3542	34	after	no	10
3543	34	after	no	10
3544	34	after	no	10
3545	34	after	no	10
3546	34	after	no	10
3547	34	after	no	10
3548	34	after	no	10
3549	34	after	no	10
3550	35	after	no	10
3551	35	after	no	10
3552	35	after	no	10
3553	35	after	no	10
3554	35	after	no	10
3555	36	after	no	10
3556	36	after	no	10
3557	36	after	no	10
